	est.beta	est.upper	est.lower	alpha	beta
36	-0.16281855082854	0.0171026340483087	-0.342739735705389	-0.5	paste(beta[4])
37	6.65086452511675	6.94764216352373	6.35408688670976	-0.5	paste(beta[5])
38	0.007407906181465	0.0337907674799207	-0.0189749551169907	-0.5	paste(beta[6])
39	-0.0941707680763276	-0.0589277294267434	-0.129413806725912	-0.5	paste(beta[7])
40	-0.0516501139326327	-0.0167996371041868	-0.0865005907610787	-0.5	paste(beta[8])
41	10.614603545615	10.7925809908615	10.4366261003685	-0.1	paste(beta[1])
42	2.02300003615967	2.29290256172582	1.75309751059352	-0.1	paste(beta[2])
43	-1.39945446014533	-1.16634353275892	-1.63256538753175	-0.1	paste(beta[3])
44	-0.129128575958642	0.0483228477291059	-0.306579999646391	-0.1	paste(beta[4])
45	6.6538460878932	6.94510306671858	6.36258910906782	-0.1	paste(beta[5])
46	0.010148026113412	0.0337774915980024	-0.0134814393711784	-0.1	paste(beta[6])
47	-0.0954609056048358	-0.0591681739922208	-0.131753637217451	-0.1	paste(beta[7])
48	-0.043359327091531	-0.0117030709122582	-0.0750155832708038	-0.1	paste(beta[8])
49	10.6260086445466	10.8022777467148	10.4497395423784	-0.05	paste(beta[1])
50	2.01550578537161	2.25200055519861	1.77901101554461	-0.05	paste(beta[2])
51	-1.35798869512422	-1.12704023995882	-1.58893715028963	-0.05	paste(beta[3])
52	-0.157942067872691	0.0212466797982083	-0.33713081554359	-0.05	paste(beta[4])
53	6.68785038876056	6.97838779574696	6.39731298177417	-0.05	paste(beta[5])
54	0.0124058488008199	0.0358392931958838	-0.011027595594244	-0.05	paste(beta[6])
55	-0.100559558558151	-0.0668564740215712	-0.134262643094732	-0.05	paste(beta[7])
56	-0.0418000215057655	-0.0102902043781197	-0.0733098386334113	-0.05	paste(beta[8])
57	10.6135764814688	10.7902100714978	10.4369428914399	-0.01	paste(beta[1])
58	2.05936777219826	2.29170579000299	1.82702975439353	-0.01	paste(beta[2])
59	-1.42852159516572	-1.20534414701538	-1.65169904331605	-0.01	paste(beta[3])
60	-0.152183633898408	0.0223207072207177	-0.326687975017534	-0.01	paste(beta[4])
61	6.61139462527726	6.89536242484734	6.32742682570717	-0.01	paste(beta[5])
62	0.0118450755738834	0.0347676789652089	-0.0110775278174421	-0.01	paste(beta[6])
63	-0.0968367184770913	-0.0628107392738575	-0.130862697680325	-0.01	paste(beta[7])
64	-0.0400447023827142	-0.00824516901568847	-0.0718442357497399	-0.01	paste(beta[8])
65	10.6225286560652	10.8004136183581	10.4446436937723	-0.001	paste(beta[1])
66	2.05075051836922	2.28250000837413	1.8190010283643	-0.001	paste(beta[2])
67	-1.40397337763054	-1.17388407073102	-1.63406268453006	-0.001	paste(beta[3])
68	-0.148369228501041	0.0292336814078674	-0.325972138409949	-0.001	paste(beta[4])
69	6.69091500440822	6.98268436226909	6.39914564654736	-0.001	paste(beta[5])
70	0.011851647026979	0.0344230407169505	-0.0107197466629925	-0.001	paste(beta[6])
71	-0.0876750172656034	-0.0554494918686752	-0.119900542662532	-0.001	paste(beta[7])
72	-0.0476901164078558	-0.0168764216748279	-0.0785038111408836	-0.001	paste(beta[8])
73	10.5879507435566	10.766674170336	10.4092273167771	-1e-04	paste(beta[1])
74	2.02811390641244	2.26571792448338	1.79050988834149	-1e-04	paste(beta[2])
75	-1.41326141466877	-1.17607539133435	-1.65044743800319	-1e-04	paste(beta[3])
76	-0.11076224108117	0.0658215426202289	-0.287346024782568	-1e-04	paste(beta[4])
77	6.61481008226371	6.91085847484648	6.31876168968093	-1e-04	paste(beta[5])
78	0.00930837635263432	0.0318000788843496	-0.013183326179081	-1e-04	paste(beta[6])
79	-0.0865285592851988	-0.0536503663163503	-0.119406752254047	-1e-04	paste(beta[7])
80	-0.0485529527371895	-0.0176664757107865	-0.0794394297635926	-1e-04	paste(beta[8])
81	10.6315567891967	10.8072458546589	10.4558677237345	1e-04	paste(beta[1])
82	2.00538604717764	2.23387070510052	1.77690138925477	1e-04	paste(beta[2])
83	-1.35596550147284	-1.13336611937228	-1.5785648835734	1e-04	paste(beta[3])
84	-0.143698946287935	0.0361107569562057	-0.323508649532075	1e-04	paste(beta[4])
85	6.59964676162698	6.88158186508389	6.31771165817006	1e-04	paste(beta[5])
86	0.00685450915805061	0.0307469289902374	-0.0170379106741361	1e-04	paste(beta[6])
87	-0.0964860855367834	-0.0633557654527767	-0.12961640562079	1e-04	paste(beta[7])
88	-0.0485459059047408	-0.0168217236075488	-0.0802700882019329	1e-04	paste(beta[8])
89	10.6158529543986	10.7924731297343	10.4392327790629	0.001	paste(beta[1])
90	2.06634757892486	2.31568975702764	1.81700540082207	0.001	paste(beta[2])
91	-1.42912568825821	-1.19884660027038	-1.65940477624605	0.001	paste(beta[3])
92	-0.140205797967716	0.0390832345981683	-0.319494830533601	0.001	paste(beta[4])
93	6.64894262475503	6.93647760272859	6.36140764678147	0.001	paste(beta[5])
94	0.0106101191657728	0.033229717694209	-0.0120094793626635	0.001	paste(beta[6])
95	-0.0875591758380528	-0.0538333042561744	-0.121285047419931	0.001	paste(beta[7])
96	-0.05148030257709	-0.020621893466789	-0.0823387116873911	0.001	paste(beta[8])
97	10.626522705373	10.8003485921333	10.4526968186127	0.01	paste(beta[1])
98	2.03940501336029	2.28430782741583	1.79450219930476	0.01	paste(beta[2])
99	-1.39889780842957	-1.1773357556504	-1.62045986120873	0.01	paste(beta[3])
